,Community Area Number,Ward,Police District,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Asian_Pacific_Islander,Student_Count_Hawaiian_Pacific_Islander,Overall_Rating,School_Survey_Safety,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),# of Police Notifications,% of Misconducts Resulting in a Police Notification,count_of_scores
757,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,77,64,13,0,11,0,0.0,1288
758,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,71,35,35,1,17,0,0.0,1288
759,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,5,3,2,0,0,0,0.0,1288
760,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,46,24,21,1,9,0,0.0,1288
761,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,860,524,281,55,696,4,0.5,289
762,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,3246,2674,527,45,228,26,0.8,289
763,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,180,126,43,11,84,5,2.8,289
764,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,110,87,21,2,60,0,0.0,289
765,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,261,140,116,5,101,1,0.4,289
766,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,161,29,97,35,101,0,0.0,289
767,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,76,15,51,10,56,0,0.0,289
768,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,16,9,7,0,0,0,0.0,289
769,35,2,2,HS,60653,229,202,30,143,76,4,0,2,0,0,Level 2+,1,331,197,121,13,81,3,0.9,289
770,31,25,12,ES,60608,257,195,46,5,241,5,6,0,0,0,Level 1+,4,18,4,14,0,12,0,0.0,356
771,31,25,12,ES,60608,257,195,46,5,241,5,6,0,0,0,Level 1+,4,10,2,8,0,1,0,0.0,356
772,31,25,12,ES,60608,257,195,46,5,241,5,6,0,0,0,Level 1+,4,4,3,1,0,0,0,0.0,356
773,31,25,12,ES,60608,257,195,46,5,241,5,6,0,0,0,Level 1+,4,4,1,0,3,0,0,0.0,356
774,31,25,12,ES,60608,257,195,46,5,241,5,6,0,0,0,Level 1+,4,3,0,1,2,0,0,0.0,356
775,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,306,251,37,18,304,3,1.0,1723
776,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,234,207,20,7,104,4,1.7,1723
777,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,184,168,8,8,90,3,1.6,1723
778,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,177,150,17,10,131,0,0.0,1723
779,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,243,207,26,10,144,2,0.8,1723
780,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,196,157,30,9,139,1,0.5,1723
781,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,92,16,51,25,69,3,3.3,1723
782,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,40,31,6,3,0,0,0.0,1723
783,63,14,8,HS,60632,1225,1109,146,13,1190,11,5,3,0,0,Level 1,2,383,271,104,8,53,3,0.8,1723
784,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,597,152,404,41,591,40,6.7,289
785,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,1061,272,694,95,536,74,7.0,289
786,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,716,32,619,65,533,72,10.1,289
787,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,613,141,373,99,469,53,8.6,289
788,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,423,12,297,114,393,0,0.0,289
789,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,309,8,90,211,256,16,5.2,289
790,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,227,38,137,52,76,10,4.4,289
791,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,27,11,16,0,0,0,0.0,289
792,44,21,6,HS,60620,1155,1059,172,1136,10,0,0,1,0,0,Level 2,1,867,217,391,259,422,23,2.7,289
793,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,380,251,107,22,133,2,0.5,1288
794,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,270,91,116,63,133,2,0.7,1288
795,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,299,162,99,38,82,2,0.7,1288
796,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,159,80,52,27,44,1,0.6,1288
797,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,95,30,30,35,46,1,1.1,1288
798,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,120,76,15,29,36,0,0.0,1288
799,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,69,41,20,8,8,4,5.8,1288
800,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,14,6,8,0,0,0,0.0,1288
801,62,13,8,HS,60638,1003,691,51,10,907,62,8,3,0,1,Level 1+,3,79,56,17,6,14,0,0.0,1288
802,21,33,17,ES,60618,618,328,87,23,452,102,8,3,0,6,Level 1,3,3,0,1,2,3,3,100.0,1288
803,21,33,17,ES,60618,618,328,87,23,452,102,8,3,0,6,Level 1,3,2,1,1,0,1,0,0.0,1288
804,21,33,17,ES,60618,618,328,87,23,452,102,8,3,0,6,Level 1,3,17,13,3,1,4,2,11.8,1288
805,21,33,17,ES,60618,618,328,87,23,452,102,8,3,0,6,Level 1,3,4,2,2,0,1,0,0.0,1288
806,21,33,17,ES,60618,618,328,87,23,452,102,8,3,0,6,Level 1,3,15,1,7,7,11,6,40.0,1288
807,21,33,17,ES,60618,618,328,87,23,452,102,8,3,0,6,Level 1,3,15,1,9,5,12,3,20.0,1288
808,21,33,17,ES,60618,618,328,87,23,452,102,8,3,0,6,Level 1,3,5,0,2,3,1,2,40.0,1288
809,21,33,17,ES,60618,618,328,87,23,452,102,8,3,0,6,Level 1,3,16,9,6,1,3,0,0.0,1288
810,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,85,64,16,5,41,0,0.0,1288
811,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,54,43,9,2,22,0,0.0,1288
812,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,47,34,12,1,10,3,6.4,1288
813,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,107,89,18,0,10,0,0.0,1288
814,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,76,57,19,0,12,0,0.0,1288
815,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,39,18,19,2,15,1,2.6,1288
816,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,104,84,18,2,9,0,0.0,1288
817,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,5,4,0,1,1,0,0.0,1288
818,53,34,5,ES,60643,193,135,29,181,12,0,0,0,0,0,Level 1,3,97,55,42,0,20,0,0.0,1288
819,4,47,20,HS,60625,1496,620,244,116,649,545,106,6,0,4,Level 1+,3,265,57,128,80,169,105,39.6,1288
820,4,47,20,HS,60625,1496,620,244,116,649,545,106,6,0,4,Level 1+,3,730,525,154,51,625,91,12.5,1288
821,4,47,20,HS,60625,1496,620,244,116,649,545,106,6,0,4,Level 1+,3,332,144,146,42,209,65,19.6,1288
822,4,47,20,HS,60625,1496,620,244,116,649,545,106,6,0,4,Level 1+,3,517,162,311,44,403,62,12.0,1288
823,4,47,20,HS,60625,1496,620,244,116,649,545,106,6,0,4,Level 1+,3,221,80,82,59,191,64,29.0,1288
824,4,47,20,HS,60625,1496,620,244,116,649,545,106,6,0,4,Level 1+,3,374,126,176,72,361,30,8.0,1288
825,4,47,20,HS,60625,1496,620,244,116,649,545,106,6,0,4,Level 1+,3,203,93,94,16,157,30,14.8,1288
826,4,47,20,HS,60625,1496,620,244,116,649,545,106,6,0,4,Level 1+,3,314,193,114,7,136,6,1.9,1288
827,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,718,111,463,144,971,124,17.3,289
828,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,1084,316,621,147,830,100,9.2,289
829,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,769,300,367,102,541,45,5.9,289
830,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,1628,863,640,125,1237,68,4.2,289
831,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,2619,2166,305,148,1513,7,0.3,289
832,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,1827,1243,450,134,1505,19,1.0,289
833,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,713,319,385,9,123,10,1.4,289
834,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,43,18,25,0,0,7,16.3,289
835,15,30,16,HS,60641,565,484,127,92,441,26,3,1,0,1,Level 2,1,2380,2081,279,20,135,4,0.2,289
836,33,3,1,ES,60616,753,435,60,544,45,85,38,0,0,2,Level 1,3,100,15,73,12,102,1,1.0,1288
837,33,3,1,ES,60616,753,435,60,544,45,85,38,0,0,2,Level 1,3,430,233,187,10,111,6,1.4,1288
838,33,3,1,ES,60616,753,435,60,544,45,85,38,0,0,2,Level 1,3,1362,696,648,18,306,2,0.1,1288
839,33,3,1,ES,60616,753,435,60,544,45,85,38,0,0,2,Level 1,3,559,345,204,10,51,0,0.0,1288
840,33,3,1,ES,60616,753,435,60,544,45,85,38,0,0,2,Level 1,3,160,70,85,5,12,0,0.0,1288
841,33,3,1,ES,60616,753,435,60,544,45,85,38,0,0,2,Level 1,3,242,130,93,19,17,0,0.0,1288
842,33,3,1,ES,60616,753,435,60,544,45,85,38,0,0,2,Level 1,3,29,4,13,12,9,3,10.3,1288
843,33,3,1,ES,60616,753,435,60,544,45,85,38,0,0,2,Level 1,3,42,5,35,2,10,0,0.0,1288
844,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,594,83,484,27,578,4,0.7,289
845,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,349,111,192,46,201,22,6.3,289
846,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,78,17,49,12,46,3,3.8,289
847,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,65,2,58,5,48,0,0.0,289
848,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,83,14,53,16,69,1,1.2,289
849,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,51,3,32,16,43,0,0.0,289
850,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,20,0,11,9,17,0,0.0,289
851,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,2,1,1,0,0,1,50.0,289
852,71,18,6,ES,60620,384,287,75,348,32,1,0,0,0,0,Level 2,1,22,1,19,2,19,3,13.6,289
853,19,37,25,MS,60639,477,417,83,15,447,10,2,2,0,0,Level 1,1,437,0,395,42,434,18,4.1,289
854,19,37,25,MS,60639,477,417,83,15,447,10,2,2,0,0,Level 1,1,399,103,274,22,228,12,3.0,289
855,19,37,25,MS,60639,477,417,83,15,447,10,2,2,0,0,Level 1,1,383,193,166,24,210,6,1.6,289
856,19,37,25,MS,60639,477,417,83,15,447,10,2,2,0,0,Level 1,1,150,24,107,19,66,4,2.7,289
857,19,37,25,MS,60639,477,417,83,15,447,10,2,2,0,0,Level 1,1,75,17,49,9,65,3,4.0,289
858,19,37,25,MS,60639,477,417,83,15,447,10,2,2,0,0,Level 1,1,91,10,51,30,81,1,1.1,289
859,19,37,25,MS,60639,477,417,83,15,447,10,2,2,0,0,Level 1,1,51,9,36,6,55,2,3.9,289
860,19,37,25,MS,60639,477,417,83,15,447,10,2,2,0,0,Level 1,1,58,5,33,20,45,0,0.0,289
861,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,500,341,154,5,189,3,0.6,1723
862,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,378,138,223,17,200,7,1.9,1723
863,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,319,235,82,2,65,1,0.3,1723
864,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,279,190,82,7,114,2,0.7,1723
865,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,73,36,30,7,32,9,12.3,1723
866,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,5,2,2,1,0,1,20.0,1723
867,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,14,4,8,2,8,0,0.0,1723
868,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,101,42,50,9,67,15,14.9,1723
869,29,24,10,ES,60623,273,235,39,256,12,0,1,0,0,0,Level 2+,2,165,102,57,6,31,2,1.2,1723
870,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,68,18,46,4,49,0,0.0,1288
871,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,84,42,37,5,24,1,1.2,1288
872,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,85,28,55,2,22,0,0.0,1288
873,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,50,14,29,7,14,5,10.0,1288
874,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,81,53,24,4,11,0,0.0,1288
875,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,67,48,16,3,11,2,3.0,1288
876,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,1,1,0,0,0,0,0.0,1288
877,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,1,1,0,0,0,0,0.0,1288
878,4,47,19,ES,60640,664,308,159,58,372,153,35,0,0,0,Level 2+,3,24,8,15,1,1,0,0.0,1288
879,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,2901,1658,1152,91,2866,19,0.7,289
880,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,4476,1640,2657,179,3867,32,0.7,289
881,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,635,306,267,62,360,38,6.0,289
882,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,109,71,19,19,57,4,3.7,289
883,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,102,34,40,28,81,4,3.9,289
884,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,104,27,66,11,24,1,1.0,289
885,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,134,46,82,6,58,2,1.5,289
886,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,2,0,2,0,0,0,0.0,289
887,35,2,1,HS,60616,461,430,106,441,16,0,0,1,0,0,Level 2,1,115,22,78,15,22,30,26.1,289
888,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,76,7,69,0,73,0,0.0,1723
889,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,48,5,43,0,37,1,2.1,1723
890,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,63,47,14,2,33,0,0.0,1723
891,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,123,77,42,4,80,0,0.0,1723
892,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,110,32,74,4,86,6,5.5,1723
893,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,159,56,93,10,129,3,1.9,1723
894,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,47,3,31,13,21,4,8.5,1723
895,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,5,0,5,0,1,2,40.0,1723
896,43,7,4,ES,60649,525,420,62,505,13,2,0,0,0,0,Level 2+,2,83,12,63,8,53,0,0.0,1723
897,31,25,12,ES,60608,238,174,78,46,167,6,14,0,0,0,Level 1,3,23,14,4,5,14,1,4.3,1288
898,31,25,12,ES,60608,238,174,78,46,167,6,14,0,0,0,Level 1,3,58,41,15,2,7,1,1.7,1288
899,31,25,12,ES,60608,238,174,78,46,167,6,14,0,0,0,Level 1,3,93,35,52,6,18,1,1.1,1288
900,31,25,12,ES,60608,238,174,78,46,167,6,14,0,0,0,Level 1,3,49,30,17,2,15,1,2.0,1288
901,31,25,12,ES,60608,238,174,78,46,167,6,14,0,0,0,Level 1,3,72,28,40,4,10,3,4.2,1288
902,31,25,12,ES,60608,238,174,78,46,167,6,14,0,0,0,Level 1,3,22,12,10,0,3,2,9.1,1288
903,31,25,12,ES,60608,238,174,78,46,167,6,14,0,0,0,Level 1,3,2,1,1,0,0,0,0.0,1288
904,4,47,19,ES,60625,617,131,56,12,151,363,28,1,0,1,Level 1+,4,4,2,2,0,1,1,25.0,356
905,4,47,19,ES,60625,617,131,56,12,151,363,28,1,0,1,Level 1+,4,3,0,1,2,3,1,33.3,356
906,4,47,19,ES,60625,617,131,56,12,151,363,28,1,0,1,Level 1+,4,3,1,1,1,0,0,0.0,356
907,4,47,19,ES,60625,617,131,56,12,151,363,28,1,0,1,Level 1+,4,1,0,1,0,0,0,0.0,356
908,4,47,19,ES,60625,617,131,56,12,151,363,28,1,0,1,Level 1+,4,2,0,1,1,3,0,0.0,356
909,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,174,37,112,25,116,7,4.0,1723
910,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,296,170,104,22,46,4,1.4,1723
911,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,102,59,32,11,37,8,7.8,1723
912,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,328,307,20,1,69,2,0.6,1723
913,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,183,146,32,5,37,3,1.6,1723
914,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,153,130,12,11,6,2,1.3,1723
915,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,95,54,40,1,2,4,4.2,1723
916,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,6,3,1,2,0,0,0.0,1723
917,50,8,5,ES,60628,310,229,38,298,8,1,0,1,0,0,Level 2+,2,152,90,58,4,12,1,0.7,1723
918,25,29,25,ES,60639,298,230,45,237,59,0,0,1,0,0,Level 2+,3,32,6,21,5,21,1,3.1,1288
919,25,29,25,ES,60639,298,230,45,237,59,0,0,1,0,0,Level 2+,3,196,155,36,5,23,0,0.0,1288
920,25,29,25,ES,60639,298,230,45,237,59,0,0,1,0,0,Level 2+,3,174,112,59,3,18,0,0.0,1288
921,25,29,25,ES,60639,298,230,45,237,59,0,0,1,0,0,Level 2+,3,91,65,22,4,6,0,0.0,1288
922,25,29,25,ES,60639,298,230,45,237,59,0,0,1,0,0,Level 2+,3,91,33,57,1,1,1,1.1,1288
923,25,29,25,ES,60639,298,230,45,237,59,0,0,1,0,0,Level 2+,3,34,18,16,0,7,0,0.0,1288
924,25,29,25,ES,60639,298,230,45,237,59,0,0,1,0,0,Level 2+,3,7,0,7,0,3,0,0.0,1288
925,25,29,25,ES,60639,298,230,45,237,59,0,0,1,0,0,Level 2+,3,26,15,10,1,2,0,0.0,1288
926,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,2916,2176,667,73,2918,14,0.5,1723
927,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,3292,2792,366,134,2747,18,0.5,1723
928,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,2205,1796,278,131,1799,12,0.5,1723
929,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,1893,1541,220,132,1172,9,0.5,1723
930,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,1923,1646,186,91,1364,3,0.2,1723
931,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,1381,812,399,170,758,14,1.0,1723
932,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,562,256,272,34,411,15,2.7,1723
933,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,28,27,1,0,0,0,0.0,1723
934,19,36,25,HS,60634,1123,902,200,191,850,60,12,5,0,4,Level 2,2,1508,889,536,83,563,21,1.4,1723
935,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,1996,1670,290,36,1844,41,2.1,289
936,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,775,282,470,23,561,22,2.8,289
937,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,473,276,149,48,396,70,14.8,289
938,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,495,213,229,53,229,64,12.9,289
939,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,1090,853,134,103,862,84,7.7,289
940,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,892,671,90,131,534,26,2.9,289
941,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,753,574,151,28,79,48,6.4,289
942,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,109,89,17,3,0,0,0.0,289
943,65,13,8,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,Level 2+,1,1048,702,318,28,139,8,0.8,289
944,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,77,34,37,6,64,0,0.0,1723
945,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,15,9,4,2,3,2,13.3,1723
946,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,13,9,3,1,3,0,0.0,1723
947,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,33,7,15,11,6,1,3.0,1723
948,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,48,24,19,5,13,1,2.1,1723
949,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,45,30,10,5,14,2,4.4,1723
950,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,3,1,2,0,0,0,0.0,1723
951,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,3,1,2,0,0,0,0.0,1723
952,3,46,19,ES,60613,433,308,96,235,107,30,17,4,0,0,Level 1,2,36,9,22,5,17,2,5.6,1723
953,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,158,58,84,16,148,2,1.3,1723
954,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,102,47,44,11,50,13,12.7,1723
955,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,112,78,34,0,43,2,1.8,1723
956,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,146,78,60,8,76,2,1.4,1723
957,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,131,59,65,7,57,6,4.6,1723
958,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,99,47,49,3,71,3,3.0,1723
959,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,1,0,1,0,1,0,0.0,1723
960,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,15,12,3,0,0,0,0.0,1723
961,28,2,12,ES,60608,384,275,62,364,15,2,0,0,0,0,Level 2,2,62,16,41,5,37,2,3.2,1723
962,6,44,19,ES,60613,674,305,77,15,576,70,3,1,0,0,Level 1+,3,162,114,39,9,28,1,0.6,1288
963,6,44,19,ES,60613,674,305,77,15,576,70,3,1,0,0,Level 1+,3,10,6,2,2,3,0,0.0,1288
964,6,44,19,ES,60613,674,305,77,15,576,70,3,1,0,0,Level 1+,3,15,12,3,0,5,0,0.0,1288
965,6,44,19,ES,60613,674,305,77,15,576,70,3,1,0,0,Level 1+,3,27,17,6,4,5,0,0.0,1288
966,6,44,19,ES,60613,674,305,77,15,576,70,3,1,0,0,Level 1+,3,15,9,3,3,6,0,0.0,1288
967,6,44,19,ES,60613,674,305,77,15,576,70,3,1,0,0,Level 1+,3,20,1,10,9,12,0,0.0,1288
968,6,44,19,ES,60613,674,305,77,15,576,70,3,1,0,0,Level 1+,3,4,3,0,1,0,0,0.0,1288
969,6,44,19,ES,60613,674,305,77,15,576,70,3,1,0,0,Level 1+,3,21,15,6,0,1,0,0.0,1288
970,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,46,10,26,10,32,8,17.4,1723
971,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,126,59,54,13,36,3,2.4,1723
972,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,144,105,35,4,17,6,4.2,1723
973,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,133,42,82,9,43,9,6.8,1723
974,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,140,59,73,8,41,2,1.4,1723
975,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,289,146,134,9,86,1,0.3,1723
976,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,58,22,36,0,29,0,0.0,1723
977,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,7,0,7,0,0,0,0.0,1723
978,22,35,14,ES,60647,274,229,88,66,189,13,2,1,0,0,Level 2,2,87,11,66,10,63,0,0.0,1723
979,5,47,19,HS,60618,4485,1587,332,290,1550,1702,481,21,1,30,Level 1+,3,226,57,126,43,80,32,14.2,1288
980,5,47,19,HS,60618,4485,1587,332,290,1550,1702,481,21,1,30,Level 1+,3,182,78,88,16,1,13,7.1,1288
981,5,47,19,HS,60618,4485,1587,332,290,1550,1702,481,21,1,30,Level 1+,3,192,65,96,31,57,49,25.5,1288
